Codepoint,Property,Status,Description
11A84-11A85,UNASSIGNED,,<RESERVED>..<RESERVED>
11A86-11A99,PVALID,,SOYOMBO CLUSTER-INITIAL LETTER RA..SOYOMBO SUBJOINER
11A9A-11A9C,DISALLOWED,,SOYOMBO MARK TSHEG..SOYOMBO MARK DOUBLE SHAD
11A9D,PVALID,,SOYOMBO MARK PLUTA
11A9E-11AA2,DISALLOWED,,SOYOMBO HEAD MARK WITH MOON AND SUN AND TRIPLE FLAME..SOYOMBO TERMINAL MARK-2
11AA3-11ABF,UNASSIGNED,,<RESERVED>..<RESERVED>
11AC0-11AF8,PVALID,,PAU CIN HAU LETTER PA..PAU CIN HAU GLOTTAL STOP FINAL
11AF9-11BFF,UNASSIGNED,,<RESERVED>..<RESERVED>
11C00-11C08,PVALID,,BHAIKSUKI LETTER A..BHAIKSUKI LETTER VOCALIC L
11C09,UNASSIGNED,,<RESERVED>
11C0A-11C36,PVALID,,BHAIKSUKI LETTER E..BHAIKSUKI VOWEL SIGN VOCALIC L
11C37,UNASSIGNED,,<RESERVED>
11C38-11C40,PVALID,,BHAIKSUKI VOWEL SIGN E..BHAIKSUKI SIGN AVAGRAHA
11C41-11C45,DISALLOWED,,BHAIKSUKI DANDA..BHAIKSUKI GAP FILLER-2
11C46-11C4F,UNASSIGNED,,<RESERVED>..<RESERVED>
11C50-11C59,PVALID,,BHAIKSUKI DIGIT ZERO..BHAIKSUKI DIGIT NINE
11C5A-11C6C,DISALLOWED,,BHAIKSUKI NUMBER ONE..BHAIKSUKI HUNDREDS UNIT MARK
11C6D-11C6F,UNASSIGNED,,<RESERVED>..<RESERVED>
11C70-11C71,DISALLOWED,,MARCHEN HEAD MARK..MARCHEN MARK SHAD
11C72-11C8F,PVALID,,MARCHEN LETTER KA..MARCHEN LETTER A
11C90-11C91,UNASSIGNED,,<RESERVED>..<RESERVED>
11C92-11CA7,PVALID,,MARCHEN SUBJOINED LETTER KA..MARCHEN SUBJOINED LETTER ZA
11CA8,UNASSIGNED,,<RESERVED>
11CA9-11CB6,PVALID,,MARCHEN SUBJOINED LETTER YA..MARCHEN SIGN CANDRABINDU
11CB7-11CFF,UNASSIGNED,,<RESERVED>..<RESERVED>
11D00-11D06,PVALID,,MASARAM GONDI LETTER A..MASARAM GONDI LETTER E
11D07,UNASSIGNED,,<RESERVED>
11D08-11D09,PVALID,,MASARAM GONDI LETTER AI..MASARAM GONDI LETTER O
11D0A,UNASSIGNED,,<RESERVED>
11D0B-11D36,PVALID,,MASARAM GONDI LETTER AU..MASARAM GONDI VOWEL SIGN VOCALIC R
11D37-11D39,UNASSIGNED,,<RESERVED>..<RESERVED>
11D3A,PVALID,,MASARAM GONDI VOWEL SIGN E
11D3B,UNASSIGNED,,<RESERVED>
11D3C-11D3D,PVALID,,MASARAM GONDI VOWEL SIGN AI..MASARAM GONDI VOWEL SIGN O
11D3E,UNASSIGNED,,<RESERVED>
11D3F-11D47,PVALID,,MASARAM GONDI VOWEL SIGN AU..MASARAM GONDI RA-KARA
11D48-11D4F,UNASSIGNED,,<RESERVED>..<RESERVED>
11D50-11D59,PVALID,,MASARAM GONDI DIGIT ZERO..MASARAM GONDI DIGIT NINE
11D5A-11D5F,UNASSIGNED,,<RESERVED>..<RESERVED>
11D60-11D65,PVALID,,GUNJALA GONDI LETTER A..GUNJALA GONDI LETTER UU
11D66,UNASSIGNED,,<RESERVED>
11D67-11D68,PVALID,,GUNJALA GONDI LETTER EE..GUNJALA GONDI LETTER AI
11D69,UNASSIGNED,,<RESERVED>
11D6A-11D8E,PVALID,,GUNJALA GONDI LETTER OO..GUNJALA GONDI VOWEL SIGN UU
11D8F,UNASSIGNED,,<RESERVED>
11D90-11D91,PVALID,,GUNJALA GONDI VOWEL SIGN EE..GUNJALA GONDI VOWEL SIGN AI
11D92,UNASSIGNED,,<RESERVED>
11D93-11D98,PVALID,,GUNJALA GONDI VOWEL SIGN OO..GUNJALA GONDI OM
11D99-11D9F,UNASSIGNED,,<RESERVED>..<RESERVED>
11DA0-11DA9,PVALID,,GUNJALA GONDI DIGIT ZERO..GUNJALA GONDI DIGIT NINE
11DAA-11EDF,UNASSIGNED,,<RESERVED>..<RESERVED>
11EE0-11EF6,PVALID,,MAKASAR LETTER KA..MAKASAR VOWEL SIGN O
11EF7-11EF8,DISALLOWED,,MAKASAR PASSIMBANG..MAKASAR END OF SECTION
11EF9-11FFF,UNASSIGNED,,<RESERVED>..<RESERVED>
12000-12399,PVALID,,CUNEIFORM SIGN A..CUNEIFORM SIGN U U
1239A-123FF,UNASSIGNED,,<RESERVED>..<RESERVED>
12400-1246E,DISALLOWED,,CUNEIFORM NUMERIC SIGN TWO ASH..CUNEIFORM NUMERIC SIGN NINE U VARIANT FORM
1246F,UNASSIGNED,,<RESERVED>
12470-12474,DISALLOWED,,CUNEIFORM PUNCTUATION SIGN OLD ASSYRIAN WORD DIVIDER..CUNEIFORM PUNCTUATION SIGN DIAGONAL QUADCOLON
12475-1247F,UNASSIGNED,,<RESERVED>..<RESERVED>
12480-12543,PVALID,,CUNEIFORM SIGN AB TIMES NUN TENU..CUNEIFORM SIGN ZU5 TIMES THREE DISH TENU
12544-12FFF,UNASSIGNED,,<RESERVED>..<RESERVED>
13000-1342E,PVALID,,EGYPTIAN HIEROGLYPH A001..EGYPTIAN HIEROGLYPH AA032
1342F-143FF,UNASSIGNED,,<RESERVED>..<RESERVED>
14400-14646,PVALID,,ANATOLIAN HIEROGLYPH A001..ANATOLIAN HIEROGLYPH A530
14647-167FF,UNASSIGNED,,<RESERVED>..<RESERVED>
16800-16A38,PVALID,,BAMUM LETTER PHASE-A NGKUE MFON..BAMUM LETTER PHASE-F VUEQ
16A39-16A3F,UNASSIGNED,,<RESERVED>..<RESERVED>
16A40-16A5E,PVALID,,MRO LETTER TA..MRO LETTER TEK
16A5F,UNASSIGNED,,<RESERVED>
16A60-16A69,PVALID,,MRO DIGIT ZERO..MRO DIGIT NINE
16A6A-16A6D,UNASSIGNED,,<RESERVED>..<RESERVED>
16A6E-16A6F,DISALLOWED,,MRO DANDA..MRO DOUBLE DANDA
16A70-16ACF,UNASSIGNED,,<RESERVED>..<RESERVED>
16AD0-16AED,PVALID,,BASSA VAH LETTER ENNI..BASSA VAH LETTER I
16AEE-16AEF,UNASSIGNED,,<RESERVED>..<RESERVED>
16AF0-16AF4,PVALID,,BASSA VAH COMBINING HIGH TONE..BASSA VAH COMBINING HIGH-LOW TONE
16AF5,DISALLOWED,,BASSA VAH FULL STOP
16AF6-16AFF,UNASSIGNED,,<RESERVED>..<RESERVED>
16B00-16B36,PVALID,,PAHAWH HMONG VOWEL KEEB..PAHAWH HMONG MARK CIM TAUM
16B37-16B3F,DISALLOWED,,PAHAWH HMONG SIGN VOS THOM..PAHAWH HMONG SIGN XYEEM FAIB
16B40-16B43,PVALID,,PAHAWH HMONG SIGN VOS SEEV..PAHAWH HMONG SIGN IB YAM
16B44-16B45,DISALLOWED,,PAHAWH HMONG SIGN XAUS..PAHAWH HMONG SIGN CIM TSOV ROG
16B46-16B4F,UNASSIGNED,,<RESERVED>..<RESERVED>
16B50-16B59,PVALID,,PAHAWH HMONG DIGIT ZERO..PAHAWH HMONG DIGIT NINE
16B5A,UNASSIGNED,,<RESERVED>
16B5B-16B61,DISALLOWED,,PAHAWH HMONG NUMBER TENS..PAHAWH HMONG NUMBER TRILLIONS
16B62,UNASSIGNED,,<RESERVED>
16B63-16B77,PVALID,,PAHAWH HMONG SIGN VOS LUB..PAHAWH HMONG SIGN CIM NRES TOS
16B78-16B7C,UNASSIGNED,,<RESERVED>..<RESERVED>
16B7D-16B8F,PVALID,,PAHAWH HMONG CLAN SIGN TSHEEJ..PAHAWH HMONG CLAN SIGN VWJ
16B90-16E3F,UNASSIGNED,,<RESERVED>..<RESERVED>
16E40-16E5F,DISALLOWED,,MEDEFAIDRIN CAPITAL LETTER M..MEDEFAIDRIN CAPITAL LETTER Y
16E60-16E7F,PVALID,,MEDEFAIDRIN SMALL LETTER M..MEDEFAIDRIN SMALL LETTER Y
16E80-16E9A,DISALLOWED,,MEDEFAIDRIN DIGIT ZERO..MEDEFAIDRIN EXCLAMATION OH
16E9B-16EFF,UNASSIGNED,,<RESERVED>..<RESERVED>
16F00-16F44,PVALID,,MIAO LETTER PA..MIAO LETTER HHA
16F45-16F4F,UNASSIGNED,,<RESERVED>..<RESERVED>
16F50-16F7E,PVALID,,MIAO LETTER NASALIZATION..MIAO VOWEL SIGN NG
16F7F-16F8E,UNASSIGNED,,<RESERVED>..<RESERVED>
16F8F-16F9F,PVALID,,MIAO TONE RIGHT..MIAO LETTER REFORMED TONE-8
16FA0-16FDF,UNASSIGNED,,<RESERVED>..<RESERVED>
16FE0-16FE1,PVALID,,TANGUT ITERATION MARK..NUSHU ITERATION MARK
16FE2-16FFF,UNASSIGNED,,<RESERVED>..<RESERVED>
17000-187F1,PVALID,,"<TANGUT IDEOGRAPH, FIRST>..<TANGUT IDEOGRAPH, LAST>"
187F2-187FF,UNASSIGNED,,<RESERVED>..<RESERVED>
18800-18AF2,PVALID,,TANGUT COMPONENT-001..TANGUT COMPONENT-755
18AF3-1AFFF,UNASSIGNED,,<RESERVED>..<RESERVED>
1B000-1B11E,PVALID,,KATAKANA LETTER ARCHAIC E..HENTAIGANA LETTER N-MU-MO-2
1B11F-1B16F,UNASSIGNED,,<RESERVED>..<RESERVED>
1B170-1B2FB,PVALID,,NUSHU CHARACTER-1B170..NUSHU CHARACTER-1B2FB
1B2FC-1BBFF,UNASSIGNED,,<RESERVED>..<RESERVED>
1BC00-1BC6A,PVALID,,DUPLOYAN LETTER H..DUPLOYAN LETTER VOCALIC M
1BC6B-1BC6F,UNASSIGNED,,<RESERVED>..<RESERVED>
1BC70-1BC7C,PVALID,,DUPLOYAN AFFIX LEFT HORIZONTAL SECANT..DUPLOYAN AFFIX ATTACHED TANGENT HOOK
1BC7D-1BC7F,UNASSIGNED,,<RESERVED>..<RESERVED>
1BC80-1BC88,PVALID,,DUPLOYAN AFFIX HIGH ACUTE..DUPLOYAN AFFIX HIGH VERTICAL
1BC89-1BC8F,UNASSIGNED,,<RESERVED>..<RESERVED>
1BC90-1BC99,PVALID,,DUPLOYAN AFFIX LOW ACUTE..DUPLOYAN AFFIX LOW ARROW
1BC9A-1BC9B,UNASSIGNED,,<RESERVED>..<RESERVED>
1BC9C,DISALLOWED,,DUPLOYAN SIGN O WITH CROSS
1BC9D-1BC9E,PVALID,,DUPLOYAN THICK LETTER SELECTOR..DUPLOYAN DOUBLE MARK
1BC9F-1BCA3,DISALLOWED,,DUPLOYAN PUNCTUATION CHINOOK FULL STOP..SHORTHAND FORMAT UP STEP
1BCA4-1CFFF,UNASSIGNED,,<RESERVED>..<RESERVED>
1D000-1D0F5,DISALLOWED,,BYZANTINE MUSICAL SYMBOL PSILI..BYZANTINE MUSICAL SYMBOL GORGON NEO KATO
1D0F6-1D0FF,UNASSIGNED,,<RESERVED>..<RESERVED>
1D100-1D126,DISALLOWED,,MUSICAL SYMBOL SINGLE BARLINE..MUSICAL SYMBOL DRUM CLEF-2
1D127-1D128,UNASSIGNED,,<RESERVED>..<RESERVED>
1D129-1D1E8,DISALLOWED,,MUSICAL SYMBOL MULTIPLE MEASURE REST..MUSICAL SYMBOL KIEVAN FLAT SIGN
1D1E9-1D1FF,UNASSIGNED,,<RESERVED>..<RESERVED>
1D200-1D245,DISALLOWED,,GREEK VOCAL NOTATION SYMBOL-1..GREEK MUSICAL LEIMMA
1D246-1D2DF,UNASSIGNED,,<RESERVED>..<RESERVED>
1D2E0-1D2F3,DISALLOWED,,MAYAN NUMERAL ZERO..MAYAN NUMERAL NINETEEN
1D2F4-1D2FF,UNASSIGNED,,<RESERVED>..<RESERVED>
1D300-1D356,DISALLOWED,,MONOGRAM FOR EARTH..TETRAGRAM FOR FOSTERING
1D357-1D35F,UNASSIGNED,,<RESERVED>..<RESERVED>
1D360-1D378,DISALLOWED,,COUNTING ROD UNIT DIGIT ONE..TALLY MARK FIVE
1D379-1D3FF,UNASSIGNED,,<RESERVED>..<RESERVED>
1D400-1D454,DISALLOWED,,MATHEMATICAL BOLD CAPITAL A..MATHEMATICAL ITALIC SMALL G
1D455,UNASSIGNED,,<RESERVED>
1D456-1D49C,DISALLOWED,,MATHEMATICAL ITALIC SMALL I..MATHEMATICAL SCRIPT CAPITAL A
1D49D,UNASSIGNED,,<RESERVED>
1D49E-1D49F,DISALLOWED,,MATHEMATICAL SCRIPT CAPITAL C..MATHEMATICAL SCRIPT CAPITAL D
1D4A0-1D4A1,UNASSIGNED,,<RESERVED>..<RESERVED>
1D4A2,DISALLOWED,,MATHEMATICAL SCRIPT CAPITAL G
1D4A3-1D4A4,UNASSIGNED,,<RESERVED>..<RESERVED>
1D4A5-1D4A6,DISALLOWED,,MATHEMATICAL SCRIPT CAPITAL J..MATHEMATICAL SCRIPT CAPITAL K
1D4A7-1D4A8,UNASSIGNED,,<RESERVED>..<RESERVED>
1D4A9-1D4AC,DISALLOWED,,MATHEMATICAL SCRIPT CAPITAL N..MATHEMATICAL SCRIPT CAPITAL Q
1D4AD,UNASSIGNED,,<RESERVED>
1D4AE-1D4B9,DISALLOWED,,MATHEMATICAL SCRIPT CAPITAL S..MATHEMATICAL SCRIPT SMALL D
1D4BA,UNASSIGNED,,<RESERVED>
1D4BB,DISALLOWED,,MATHEMATICAL SCRIPT SMALL F
1D4BC,UNASSIGNED,,<RESERVED>
1D4BD-1D4C3,DISALLOWED,,MATHEMATICAL SCRIPT SMALL H..MATHEMATICAL SCRIPT SMALL N
1D4C4,UNASSIGNED,,<RESERVED>
1D4C5-1D505,DISALLOWED,,MATHEMATICAL SCRIPT SMALL P..MATHEMATICAL FRAKTUR CAPITAL B
1D506,UNASSIGNED,,<RESERVED>
1D507-1D50A,DISALLOWED,,MATHEMATICAL FRAKTUR CAPITAL D..MATHEMATICAL FRAKTUR CAPITAL G
1D50B-1D50C,UNASSIGNED,,<RESERVED>..<RESERVED>
1D50D-1D514,DISALLOWED,,MATHEMATICAL FRAKTUR CAPITAL J..MATHEMATICAL FRAKTUR CAPITAL Q
1D515,UNASSIGNED,,<RESERVED>
1D516-1D51C,DISALLOWED,,MATHEMATICAL FRAKTUR CAPITAL S..MATHEMATICAL FRAKTUR CAPITAL Y
1D51D,UNASSIGNED,,<RESERVED>
1D51E-1D539,DISALLOWED,,MATHEMATICAL FRAKTUR SMALL A..MATHEMATICAL DOUBLE-STRUCK CAPITAL B
1D53A,UNASSIGNED,,<RESERVED>
1D53B-1D53E,DISALLOWED,,MATHEMATICAL DOUBLE-STRUCK CAPITAL D..MATHEMATICAL DOUBLE-STRUCK CAPITAL G
1D53F,UNASSIGNED,,<RESERVED>
1D540-1D544,DISALLOWED,,MATHEMATICAL DOUBLE-STRUCK CAPITAL I..MATHEMATICAL DOUBLE-STRUCK CAPITAL M
1D545,UNASSIGNED,,<RESERVED>
1D546,DISALLOWED,,MATHEMATICAL DOUBLE-STRUCK CAPITAL O
1D547-1D549,UNASSIGNED,,<RESERVED>..<RESERVED>
1D54A-1D550,DISALLOWED,,MATHEMATICAL DOUBLE-STRUCK CAPITAL S..MATHEMATICAL DOUBLE-STRUCK CAPITAL Y
1D551,UNASSIGNED,,<RESERVED>
1D552-1D6A5,DISALLOWED,,MATHEMATICAL DOUBLE-STRUCK SMALL A..MATHEMATICAL ITALIC SMALL DOTLESS J
1D6A6-1D6A7,UNASSIGNED,,<RESERVED>..<RESERVED>
1D6A8-1D7CB,DISALLOWED,,MATHEMATICAL BOLD CAPITAL ALPHA..MATHEMATICAL BOLD SMALL DIGAMMA
1D7CC-1D7CD,UNASSIGNED,,<RESERVED>..<RESERVED>
1D7CE-1D9FF,DISALLOWED,,MATHEMATICAL BOLD DIGIT ZERO..SIGNWRITING HEAD
1DA00-1DA36,PVALID,,SIGNWRITING HEAD RIM..SIGNWRITING AIR SUCKING IN
1DA37-1DA3A,DISALLOWED,,SIGNWRITING AIR BLOW SMALL ROTATIONS..SIGNWRITING BREATH EXHALE
1DA3B-1DA6C,PVALID,,SIGNWRITING MOUTH CLOSED NEUTRAL..SIGNWRITING EXCITEMENT
1DA6D-1DA74,DISALLOWED,,SIGNWRITING SHOULDER HIP SPINE..SIGNWRITING TORSO-FLOORPLANE TWISTING
1DA75,PVALID,,SIGNWRITING UPPER BODY TILTING FROM HIP JOINTS
1DA76-1DA83,DISALLOWED,,SIGNWRITING LIMB COMBINATION..SIGNWRITING LOCATION DEPTH
1DA84,PVALID,,SIGNWRITING LOCATION HEAD NECK
1DA85-1DA8B,DISALLOWED,,SIGNWRITING LOCATION TORSO..SIGNWRITING PARENTHESIS
1DA8C-1DA9A,UNASSIGNED,,<RESERVED>..<RESERVED>
1DA9B-1DA9F,PVALID,,SIGNWRITING FILL MODIFIER-2..SIGNWRITING FILL MODIFIER-6
1DAA0,UNASSIGNED,,<RESERVED>
1DAA1-1DAAF,PVALID,,SIGNWRITING ROTATION MODIFIER-2..SIGNWRITING ROTATION MODIFIER-16
1DAB0-1DFFF,UNASSIGNED,,<RESERVED>..<RESERVED>
1E000-1E006,PVALID,,COMBINING GLAGOLITIC LETTER AZU..COMBINING GLAGOLITIC LETTER ZHIVETE
1E007,UNASSIGNED,,<RESERVED>
1E008-1E018,PVALID,,COMBINING GLAGOLITIC LETTER ZEMLJA..COMBINING GLAGOLITIC LETTER HERU
1E019-1E01A,UNASSIGNED,,<RESERVED>..<RESERVED>
1E01B-1E021,PVALID,,COMBINING GLAGOLITIC LETTER SHTA..COMBINING GLAGOLITIC LETTER YATI
1E022,UNASSIGNED,,<RESERVED>
1E023-1E024,PVALID,,COMBINING GLAGOLITIC LETTER YU..COMBINING GLAGOLITIC LETTER SMALL YUS
1E025,UNASSIGNED,,<RESERVED>
1E026-1E02A,PVALID,,COMBINING GLAGOLITIC LETTER YO..COMBINING GLAGOLITIC LETTER FITA
1E02B-1E7FF,UNASSIGNED,,<RESERVED>..<RESERVED>
1E800-1E8C4,PVALID,,MENDE KIKAKUI SYLLABLE M001 KI..MENDE KIKAKUI SYLLABLE M060 NYON
1E8C5-1E8C6,UNASSIGNED,,<RESERVED>..<RESERVED>
1E8C7-1E8CF,DISALLOWED,,MENDE KIKAKUI DIGIT ONE..MENDE KIKAKUI DIGIT NINE
1E8D0-1E8D6,PVALID,,MENDE KIKAKUI COMBINING NUMBER TEENS..MENDE KIKAKUI COMBINING NUMBER MILLIONS
1E8D7-1E8FF,UNASSIGNED,,<RESERVED>..<RESERVED>
1E900-1E921,DISALLOWED,,ADLAM CAPITAL LETTER ALIF..ADLAM CAPITAL LETTER SHA
1E922-1E94A,PVALID,,ADLAM SMALL LETTER ALIF..ADLAM NUKTA
1E94B-1E94F,UNASSIGNED,,<RESERVED>..<RESERVED>
1E950-1E959,PVALID,,ADLAM DIGIT ZERO..ADLAM DIGIT NINE
1E95A-1E95D,UNASSIGNED,,<RESERVED>..<RESERVED>
1E95E-1E95F,DISALLOWED,,ADLAM INITIAL EXCLAMATION MARK..ADLAM INITIAL QUESTION MARK
1E960-1EC70,UNASSIGNED,,<RESERVED>..<RESERVED>
1EC71-1ECB4,DISALLOWED,,INDIC SIYAQ NUMBER ONE..INDIC SIYAQ ALTERNATE LAKH MARK
1ECB5-1EDFF,UNASSIGNED,,<RESERVED>..<RESERVED>
1EE00-1EE03,DISALLOWED,,ARABIC MATHEMATICAL ALEF..ARABIC MATHEMATICAL DAL
1EE04,UNASSIGNED,,<RESERVED>
1EE05-1EE1F,DISALLOWED,,ARABIC MATHEMATICAL WAW..ARABIC MATHEMATICAL DOTLESS QAF
1EE20,UNASSIGNED,,<RESERVED>
1EE21-1EE22,DISALLOWED,,ARABIC MATHEMATICAL INITIAL BEH..ARABIC MATHEMATICAL INITIAL JEEM
1EE23,UNASSIGNED,,<RESERVED>
1EE24,DISALLOWED,,ARABIC MATHEMATICAL INITIAL HEH
1EE25-1EE26,UNASSIGNED,,<RESERVED>..<RESERVED>
1EE27,DISALLOWED,,ARABIC MATHEMATICAL INITIAL HAH
1EE28,UNASSIGNED,,<RESERVED>
1EE29-1EE32,DISALLOWED,,ARABIC MATHEMATICAL INITIAL YEH..ARABIC MATHEMATICAL INITIAL QAF
1EE33,UNASSIGNED,,<RESERVED>
1EE34-1EE37,DISALLOWED,,ARABIC MATHEMATICAL INITIAL SHEEN..ARABIC MATHEMATICAL INITIAL KHAH
1EE38,UNASSIGNED,,<RESERVED>
1EE39,DISALLOWED,,ARABIC MATHEMATICAL INITIAL DAD
1EE3A,UNASSIGNED,,<RESERVED>
1EE3B,DISALLOWED,,ARABIC MATHEMATICAL INITIAL GHAIN
1EE3C-1EE41,UNASSIGNED,,<RESERVED>..<RESERVED>
1EE42,DISALLOWED,,ARABIC MATHEMATICAL TAILED JEEM
1EE43-1EE46,UNASSIGNED,,<RESERVED>..<RESERVED>
1EE47,DISALLOWED,,ARABIC MATHEMATICAL TAILED HAH
1EE48,UNASSIGNED,,<RESERVED>
1EE49,DISALLOWED,,ARABIC MATHEMATICAL TAILED YEH
1EE4A,UNASSIGNED,,<RESERVED>
1EE4B,DISALLOWED,,ARABIC MATHEMATICAL TAILED LAM
1EE4C,UNASSIGNED,,<RESERVED>
1EE4D-1EE4F,DISALLOWED,,ARABIC MATHEMATICAL TAILED NOON..ARABIC MATHEMATICAL TAILED AIN
1EE50,UNASSIGNED,,<RESERVED>
1EE51-1EE52,DISALLOWED,,ARABIC MATHEMATICAL TAILED SAD..ARABIC MATHEMATICAL TAILED QAF
1EE53,UNASSIGNED,,<RESERVED>
1EE54,DISALLOWED,,ARABIC MATHEMATICAL TAILED SHEEN
1EE55-1EE56,UNASSIGNED,,<RESERVED>..<RESERVED>
1EE57,DISALLOWED,,ARABIC MATHEMATICAL TAILED KHAH
1EE58,UNASSIGNED,,<RESERVED>
1EE59,DISALLOWED,,ARABIC MATHEMATICAL TAILED DAD
1EE5A,UNASSIGNED,,<RESERVED>
1EE5B,DISALLOWED,,ARABIC MATHEMATICAL TAILED GHAIN
1EE5C,UNASSIGNED,,<RESERVED>
1EE5D,DISALLOWED,,ARABIC MATHEMATICAL TAILED DOTLESS NOON
1EE5E,UNASSIGNED,,<RESERVED>
1EE5F,DISALLOWED,,ARABIC MATHEMATICAL TAILED DOTLESS QAF
1EE60,UNASSIGNED,,<RESERVED>
1EE61-1EE62,DISALLOWED,,ARABIC MATHEMATICAL STRETCHED BEH..ARABIC MATHEMATICAL STRETCHED JEEM
1EE63,UNASSIGNED,,<RESERVED>
1EE64,DISALLOWED,,ARABIC MATHEMATICAL STRETCHED HEH
1EE65-1EE66,UNASSIGNED,,<RESERVED>..<RESERVED>
1EE67-1EE6A,DISALLOWED,,ARABIC MATHEMATICAL STRETCHED HAH..ARABIC MATHEMATICAL STRETCHED KAF
1EE6B,UNASSIGNED,,<RESERVED>
1EE6C-1EE72,DISALLOWED,,ARABIC MATHEMATICAL STRETCHED MEEM..ARABIC MATHEMATICAL STRETCHED QAF
1EE73,UNASSIGNED,,<RESERVED>
1EE74-1EE77,DISALLOWED,,ARABIC MATHEMATICAL STRETCHED SHEEN..ARABIC MATHEMATICAL STRETCHED KHAH
1EE78,UNASSIGNED,,<RESERVED>
1EE79-1EE7C,DISALLOWED,,ARABIC MATHEMATICAL STRETCHED DAD..ARABIC MATHEMATICAL STRETCHED DOTLESS BEH
1EE7D,UNASSIGNED,,<RESERVED>
1EE7E,DISALLOWED,,ARABIC MATHEMATICAL STRETCHED DOTLESS FEH
1EE7F,UNASSIGNED,,<RESERVED>
1EE80-1EE89,DISALLOWED,,ARABIC MATHEMATICAL LOOPED ALEF..ARABIC MATHEMATICAL LOOPED YEH
1EE8A,UNASSIGNED,,<RESERVED>
1EE8B-1EE9B,DISALLOWED,,ARABIC MATHEMATICAL LOOPED LAM..ARABIC MATHEMATICAL LOOPED GHAIN
1EE9C-1EEA0,UNASSIGNED,,<RESERVED>..<RESERVED>
1EEA1-1EEA3,DISALLOWED,,ARABIC MATHEMATICAL DOUBLE-STRUCK BEH..ARABIC MATHEMATICAL DOUBLE-STRUCK DAL
1EEA4,UNASSIGNED,,<RESERVED>
1EEA5-1EEA9,DISALLOWED,,ARABIC MATHEMATICAL DOUBLE-STRUCK WAW..ARABIC MATHEMATICAL DOUBLE-STRUCK YEH
1EEAA,UNASSIGNED,,<RESERVED>
1EEAB-1EEBB,DISALLOWED,,ARABIC MATHEMATICAL DOUBLE-STRUCK LAM..ARABIC MATHEMATICAL DOUBLE-STRUCK GHAIN
1EEBC-1EEEF,UNASSIGNED,,<RESERVED>..<RESERVED>
1EEF0-1EEF1,DISALLOWED,,ARABIC MATHEMATICAL OPERATOR MEEM WITH HAH WITH TATWEEL..ARABIC MATHEMATICAL OPERATOR HAH WITH DAL
1EEF2-1EFFF,UNASSIGNED,,<RESERVED>..<RESERVED>
1F000-1F02B,DISALLOWED,,MAHJONG TILE EAST WIND..MAHJONG TILE BACK
1F02C-1F02F,UNASSIGNED,,<RESERVED>..<RESERVED>
1F030-1F093,DISALLOWED,,DOMINO TILE HORIZONTAL BACK..DOMINO TILE VERTICAL-06-06
1F094-1F09F,UNASSIGNED,,<RESERVED>..<RESERVED>
1F0A0-1F0AE,DISALLOWED,,PLAYING CARD BACK..PLAYING CARD KING OF SPADES
1F0AF-1F0B0,UNASSIGNED,,<RESERVED>..<RESERVED>
1F0B1-1F0BF,DISALLOWED,,PLAYING CARD ACE OF HEARTS..PLAYING CARD RED JOKER
1F0C0,UNASSIGNED,,<RESERVED>
1F0C1-1F0CF,DISALLOWED,,PLAYING CARD ACE OF DIAMONDS..PLAYING CARD BLACK JOKER
1F0D0,UNASSIGNED,,<RESERVED>
1F0D1-1F0F5,DISALLOWED,,PLAYING CARD ACE OF CLUBS..PLAYING CARD TRUMP-21
1F0F6-1F0FF,UNASSIGNED,,<RESERVED>..<RESERVED>
1F100-1F10C,DISALLOWED,,DIGIT ZERO FULL STOP..DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT ZERO
1F10D-1F10F,UNASSIGNED,,<RESERVED>..<RESERVED>
1F110-1F16B,DISALLOWED,,PARENTHESIZED LATIN CAPITAL LETTER A..RAISED MD SIGN
1F16C-1F16F,UNASSIGNED,,<RESERVED>..<RESERVED>
1F170-1F1AC,DISALLOWED,,NEGATIVE SQUARED LATIN CAPITAL LETTER A..SQUARED VOD
1F1AD-1F1E5,UNASSIGNED,,<RESERVED>..<RESERVED>
1F1E6-1F202,DISALLOWED,,REGIONAL INDICATOR SYMBOL LETTER A..SQUARED KATAKANA SA
1F203-1F20F,UNASSIGNED,,<RESERVED>..<RESERVED>
1F210-1F23B,DISALLOWED,,SQUARED CJK UNIFIED IDEOGRAPH-624B..SQUARED CJK UNIFIED IDEOGRAPH-914D
1F23C-1F23F,UNASSIGNED,,<RESERVED>..<RESERVED>
1F240-1F248,DISALLOWED,,TORTOISE SHELL BRACKETED CJK UNIFIED IDEOGRAPH-672C..TORTOISE SHELL BRACKETED CJK UNIFIED IDEOGRAPH-6557
1F249-1F24F,UNASSIGNED,,<RESERVED>..<RESERVED>
1F250-1F251,DISALLOWED,,CIRCLED IDEOGRAPH ADVANTAGE..CIRCLED IDEOGRAPH ACCEPT
1F252-1F25F,UNASSIGNED,,<RESERVED>..<RESERVED>
1F260-1F265,DISALLOWED,,ROUNDED SYMBOL FOR FU..ROUNDED SYMBOL FOR CAI
1F266-1F2FF,UNASSIGNED,,<RESERVED>..<RESERVED>
1F300-1F6D4,DISALLOWED,,CYCLONE..PAGODA
1F6D5-1F6DF,UNASSIGNED,,<RESERVED>..<RESERVED>
